Mean,Var,AbsMax,P2P,RMS,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor
5.808391872499998e-05,4.044071276436382e-05,0.0186750367,0.042422896200000004,0.006359566534440719,-0.13739935411114934,-0.3477609769815837,6.670721340873716,109.48928161252813,321.51819487967936
-1.320599947500001e-05,3.798555183196682e-05,0.0172415618,0.039304683,0.0061632561386323285,-0.070931263850841,-0.5685146998325941,6.377259376522034,466.70122547709127,1305.585528201756
0.000153408486875,3.9228848761704614e-05,0.0185336806,0.0404807814,0.006265172218347227,-0.03414971981523604,-0.5703769350906054,6.4612400089265165,40.83980192994278,120.81261589589614
1.7748947174999993e-05,3.8345769760131876e-05,0.0191613976,0.0369469747,0.006192421560686707,-0.03530935920536066,-0.5602739666494294,5.966482471826866,348.88951438251775,1079.5793920097692
-2.212607425000001e-05,3.846217838081234e-05,0.0181715824,0.0376342833,0.006201827790577067,-0.022118121382265515,-0.550022257528219,6.068256741533645,280.29499135288603,821.2745828600838
-7.3322813925e-05,3.955962352106616e-05,0.0178752355,0.037032311799999995,0.006290071522336448,-0.045364516427494825,-0.590260858911023,5.887423007591548,85.78600827800196,243.78818191953343
-6.940628847500001e-05,3.962545676968078e-05,0.0180054568,0.0431383346,0.006295258056867931,-0.06572514384987248,-0.5070247586868777,6.852512511848091,90.70155162000154,259.4211158040172
-5.335637175000007e-06,3.8141744749663327e-05,0.0179766212,0.0383019187,0.006175902623802242,-0.01933895703758462,-0.6172594083221812,6.201833324311569,1157.4817442121584,3369.161097427877
-1.6454324375000004e-05,3.942228392685986e-05,0.0180210285,0.039436269600000004,0.006278738302529461,-0.06641254055765365,-0.6089025522313385,6.2809226471682456,381.58590771852704,1095.2153421370726
-2.394911885e-05,3.822738751948928e-05,0.0167404041,0.034952122700000005,0.006182876440604562,-0.023892090580279916,-0.5949708458231617,5.653052108636734,258.1671784807466,698.9987483401713
3.7180400299999995e-05,3.943563520584146e-05,0.018228732,0.0394332259,0.006279889934386425,-0.03485358424441731,-0.5777063201781041,6.279286151828521,168.90323621358175,490.2779919774022
-1.5617883775e-05,3.957220039860447e-05,0.0175442453,0.037138780499999996,0.006290663265260515,-0.049603699408362956,-0.5953766908733602,5.90379407289129,402.7858931393869,1123.3433128810693
-1.252962015e-05,3.946104558513193e-05,0.0176060665,0.0383482109,0.006281815229415226,-0.05166213018340937,-0.5172318381632315,6.104638468261639,501.35719632452117,1405.1556463186157
4.1175295874999995e-05,3.8955746538786175e-05,0.0186231472,0.040466953099999994,0.006241589696846198,-0.044132729843778695,-0.5114608622305563,6.4834369232004265,151.58578861933188,452.28933524937304
-2.653485585e-05,3.84194140746109e-05,0.0183788892,0.0396962483,0.00619839641949318,-0.056274279854926994,-0.5316067865631791,6.4042771086986745,233.59450130546608,692.6319594082137
1.0036494200000003e-05,3.87039854622206e-05,0.018279396,0.0373419225,0.006221260820238644,-0.022572988625508744,-0.5961317803602744,6.002307824568523,619.8639381706255,1821.2929371293808
-1.1941736050000006e-05,3.779711606663555e-05,0.0175382644,0.0375867561,0.006147947516992595,-0.06865098009123964,-0.5511235486892807,6.113708029567955,514.8286221744612,1468.652826236265
4.094802360000001e-05,3.7026366487287465e-05,0.0184451416,0.0363406986,0.006085067232818722,-0.01032419908988433,-0.5937321026983868,5.972111270028856,148.60466263916877,450.45254882582407
-3.6070103e-05,3.8210177568639915e-05,0.0204311516,0.0401276201,0.006181543385026943,-0.04757171755694516,-0.48625412343520713,6.49152122707703,171.37581739167595,566.4289785920489
-1.8538597025e-05,3.8852387263239583e-05,0.0181337185,0.0365473013,0.006233195885163504,-0.044598693193408985,-0.5678861755697584,5.863332706580153,336.2280261423129,978.1602391780777
3.75438837e-05,3.9629755678487914e-05,0.0174389984,0.0397707633,0.006295328841426094,-0.03808240945201672,-0.5814685686795933,6.3175037081924135,167.6792121915212,464.4963887952806
-3.8283696399999996e-05,3.8777350383182536e-05,0.0172264017,0.036905244000000004,0.0062272639276485355,-0.06709428195118332,-0.5670670635341817,5.926397921909778,162.6609892259133,449.96704393466047
3.2152857125000004e-05,3.74102759227808e-05,0.0179882832,0.0358388238,0.006116478539895491,2.9898889194747507e-05,-0.5364418177689902,5.859388464495841,190.23126051027387,559.4614229792184
-8.361731750000044e-07,3.8877037522968206e-05,0.0170387868,0.0402131546,0.006235145405053025,-0.05584864837759446,-0.513359964972917,6.449433331163513,7456.7632536800675,20377.102865085228
-1.6359466274999995e-05,3.79881321997714e-05,0.0176059436,0.0407684538,0.006163473033275,-0.08318269072948957,-0.5559323383442858,6.614526190007101,376.75269655305436,1076.1930312423963
3.4716386049999996e-05,3.788316122804794e-05,0.0174465738,0.036992196000000005,0.006155027737996659,-0.019862836796036253,-0.6044938974337319,6.010077870427313,177.29459884251574,502.54579422157343
-1.7083657450000002e-05,3.77218485287611e-05,0.0175664239,0.0400400535,0.006141835261557648,-0.08266925697065547,-0.5822567104856038,6.519232736608004,359.51524312246426,1028.2589633638431
1.6927476399999994e-05,3.750443249810658e-05,0.0167029742,0.0343969464,0.006124109652640448,-0.0071210179155332,-0.5992332286946103,5.61664443502731,361.7851537894006,986.7374087728757
-4.5300497499999975e-06,3.82351044408108e-05,0.0187512636,0.0370764546,0.006183455745953184,-0.0693040026108244,-0.6532598293683911,5.9960734131986,1364.9862776790005,4139.3063288101885
-3.5882244875e-05,3.7534800803355075e-05,0.019643588,0.0398178119,0.00612667024890783,-0.073080265443225,-0.5716597509542618,6.499094986725965,170.7437834575513,547.445904469766
1.2424834775000003e-05,3.8510536381885816e-05,0.0165392105,0.035928521399999996,0.006205698249061501,-0.020132679424679566,-0.6278512148054651,5.789601743113038,499.4592170793273,1331.1412827218053
-9.293958675000006e-06,3.832617069615388e-05,0.0175822005,0.0377860554,0.006190820387785592,-0.05350979522602027,-0.5881968165654858,6.1035618921446,666.1123213769388,1891.788108257323
1.2625581650000008e-05,3.7715936046493484e-05,0.0178600568,0.0362871773,0.006141343130928736,-0.039308272392385456,-0.563733190283922,5.908671202110865,486.42061024798267,1414.5927922457329
-3.558791949999994e-06,3.85100635955481e-05,0.0173588898,0.0376125276,0.0062056487380892115,-0.06930383791532264,-0.5616465271318312,6.061014599350545,1743.751482322315,4877.747854858452
-1.8745276500000007e-05,3.807191107033465e-05,0.0178757645,0.039480811,0.006170272478239977,-0.01417325624964893,-0.575558655445251,6.398552274511805,329.16412186504556,953.6143411914992
7.2637611249999984e-06,3.8947622071148314e-05,0.0165252984,0.0348507017,0.006240807226102562,-0.048835298397790584,-0.5952551173501455,5.58432594332265,859.1702175644664,2275.033294132453
1.437377237499999e-05,3.806670415889065e-05,0.0163713787,0.0367006697,0.006169838795643122,-0.09449941298318723,-0.5645135080340911,5.9484000985433285,429.2428344262775,1138.9757867930625
5.1135658275e-05,3.753219365727841e-05,0.0183837824,0.038773359800000004,0.006126565800905564,0.006772042336852499,-0.5672503169236984,6.328726575379136,119.81005051226289,359.5100370300259
-3.867199827499999e-05,3.811290866926467e-05,0.0193764754,0.0384903644,0.006173686434596043,-0.019243169632999536,-0.6108412430712571,6.234583632934138,159.6422918385136,501.04665557264906
-6.043341175000012e-06,3.6474110897319455e-05,0.0189110599,0.038004329399999995,0.006039383033000308,-0.05070027804199767,-0.5669324520549455,6.292750301204162,999.3450407837178,3129.239166279564
3.5413967025e-05,3.834060336732643e-05,0.018265862,0.035224922000000006,0.00619208022528672,-0.00600174065774423,-0.5808606514221522,5.688705688300241,174.84853422141344,515.7813014030726
-3.139946315e-05,3.746763073564504e-05,0.0210487861,0.0415327772,0.006121161381791124,-0.06741999397370764,-0.5864502655149626,6.7851139039642545,194.9447782769217,670.3549675179717
-1.1343611799999989e-05,3.841727211269425e-05,0.0202179123,0.0502041243,0.00619817721513533,-0.05416644235163591,-0.4098272392381159,8.099820730747508,546.4024443374672,1782.317012999336
-4.234159574999996e-06,3.8540366308265344e-05,0.0162946265,0.040213180700000004,0.006208090224567658,-0.07731874065805092,-0.5848955541242784,6.477544501666858,1466.1918415220955,3848.37326306957
-7.3566330999999934e-06,3.8294515915977585e-05,0.0190746263,0.0416438058,0.006188260663225823,0.009608766983992663,-0.5319531825318164,6.729484756107845,841.1810918266168,2592.8473040200984
1.1478859800000005e-05,4.0187091942930496e-05,0.0173675716,0.0418913905,0.006339339374663014,-0.05974598593351069,-0.48228183475930786,6.608163410122976,552.2621135823099,1513.0049414838215
-1.5293947000000005e-05,3.772746630453277e-05,0.0194488242,0.0395145155,0.006142287864415647,-0.022819075126758463,-0.5423950681889531,6.433191731198559,401.61561069981775,1271.6680788811411
1.7278275425000006e-05,3.6922102793271396e-05,0.0197456945,0.040065243900000005,0.006076380611192254,-0.002406159908090406,-0.4951886077595451,6.593603406969392,351.6774945258897,1142.8047078952031
-2.785312399999989e-06,3.7997080359216584e-05,0.0170173217,0.036819011,0.006164177813559707,-0.06479384122700799,-0.5622024875266431,5.973061146777278,2213.1010559389074,6109.663569515602
2.5552924425e-05,3.801746706790845e-05,0.0169309694,0.0362948458,0.006165883555489451,-0.05826960982655165,-0.5772099689851045,5.88639818987287,241.29854778801706,662.5844118035816
1.4463546850000004e-05,3.8276848809788364e-05,0.0199560449,0.0399068278,0.006186845561671618,-0.004702011618234547,-0.5353138864480869,6.450270562308591,427.75438319761906,1379.7476585074287
-3.76510123e-05,3.789795053895532e-05,0.0196724795,0.0382352676,0.006156246270064441,-0.05899115203742985,-0.56732670304836,6.210808652331539,163.50812087101417,522.495367275955
2.616479470000001e-05,3.946199117359868e-05,0.0202982277,0.0399552211,0.006281932486908819,-0.04000102066030964,-0.49262177501201876,6.360339144564885,240.09102914569465,775.783946816139
1.92308898e-05,3.828621533981207e-05,0.0184098892,0.0377768483,0.006187615466957739,-0.06548097225372779,-0.5402815286573031,6.105235288412924,321.7539870130054,957.3082364602808
-4.0922906675e-05,3.838582270079546e-05,0.0185427051,0.040904028300000006,0.00619576447140191,-0.03625525668513314,-0.4863142724311995,6.601934029094022,151.40088949710244,453.11309988954986
